48 	 12 	 273 	 84 	 0
49 	 12 	 284 	 66 	 0
49 	 12 	 275 	 25 	 0
49 	 12 	 408 	 110 	 0
49 	 12 	 1193 	 323 	 0
49 	 12 	 480 	 91 	 0
49 	 12 	 303 	 45 	 0
49 	 12 	 306 	 72 	 0
49 	 12 	 214 	 26 	 0
50 	 12 	 354 	 105 	 0
50 	 12 	 336 	 52 	 0
50 	 12 	 431 	 71 	 0
50 	 12 	 836 	 148 	 0
50 	 12 	 998 	 289 	 0
50 	 13 	 495 	 177 	 0
50 	 13 	 784 	 169 	 0
50 	 13 	 469 	 83 	 0
50 	 13 	 425 	 136 	 0
51 	 13 	 175 	 19 	 0
51 	 13 	 218 	 84 	 0
51 	 13 	 461 	 139 	 0
51 	 13 	 269 	 69 	 0
51 	 13 	 480 	 150 	 0
51 	 13 	 1363 	 378 	 0
51 	 13 	 2055 	 972 	 0
51 	 13 	 506 	 112 	 0
51 	 13 	 440 	 114 	 0
52 	 13 	 679 	 289 	 0
52 	 13 	 1280 	 299 	 0
52 	 13 	 1587 	 974 	 0
52 	 13 	 1308 	 296 	 0
52 	 13 	 725 	 270 	 0
52 	 13 	 803 	 154 	 0
52 	 13 	 1202 	 164 	 0
52 	 13 	 173 	 59 	 0
52 	 13 	 1955 	 116 	 0
53 	 13 	 414 	 35 	 0
53 	 13 	 361 	 116 	 0
53 	 13 	 553 	 116 	 0
53 	 13 	 650 	 490 	 0
53 	 13 	 2067 	 641 	 0
53 	 13 	 327 	 63 	 0
53 	 13 	 260 	 118 	 0
53 	 13 	 350 	 44 	 0
53 	 13 	 823 	 204 	 0
54 	 13 	 304 	 30 	 0
54 	 13 	 188 	 54 	 0
54 	 13 	 358 	 43 	 0
54 	 13 	 340 	 58 	 0
54 	 13 	 378 	 64 	 0
54 	 13 	 346 	 68 	 0
54 	 13 	 252 	 46 	 0
54 	 13 	 530 	 96 	 0
54 	 13 	 162 	 18 	 0
55 	 13 	 3047 	 1236 	 0
55 	 13 	 142 	 25 	 0
55 	 13 	 247 	 31 	 0
55 	 14 	 975 	 198 	 0
55 	 14 	 315 	 45 	 0
55 	 14 	 252 	 34 	 0
55 	 14 	 412 	 81 	 0
55 	 14 	 443 	 97 	 0
55 	 14 	 1002 	 234 	 0
56 	 14 	 329 	 60 	 0
56 	 14 	 469 	 157 	 0
56 	 14 	 305 	 56 	 0
56 	 14 	 381 	 47 	 0
56 	 14 	 513 	 216 	 0
56 	 14 	 197 	 77 	 0
56 	 14 	 356 	 97 	 0
56 	 14 	 212 	 41 	 0
56 	 14 	 793 	 199 	 0
57 	 14 	 1251 	 416 	 0
57 	 14 	 1543 	 360 	 0
57 	 14 	 1412 	 421 	 0
57 	 14 	 959 	 431 	 0
57 	 14 	 1217 	 366 	 0
57 	 14 	 1305 	 468 	 0
57 	 14 	 365 	 67 	 0
57 	 14 	 887 	 264 	 0
57 	 14 	 595 	 126 	 0
