15 	 5 	 107 	 15 	 0
16 	 5 	 140 	 11 	 0
16 	 5 	 199 	 33 	 0
16 	 5 	 222 	 27 	 0
16 	 5 	 281 	 22 	 0
16 	 5 	 306 	 37 	 0
16 	 5 	 330 	 120 	 0
16 	 5 	 499 	 79 	 0
16 	 5 	 376 	 46 	 0
16 	 5 	 294 	 19 	 0
17 	 5 	 152 	 17 	 0
17 	 5 	 145 	 38 	 0
17 	 5 	 762 	 178 	 0
17 	 5 	 458 	 109 	 0
17 	 5 	 368 	 81 	 0
17 	 5 	 666 	 288 	 0
17 	 5 	 123 	 15 	 0
17 	 5 	 400 	 65 	 0
17 	 5 	 232 	 40 	 0
18 	 5 	 744 	 299 	 0
18 	 5 	 193 	 41 	 0
18 	 5 	 140 	 17 	 0
18 	 5 	 996 	 243 	 0
18 	 5 	 2898 	 828 	 0
18 	 5 	 1425 	 517 	 0
18 	 5 	 820 	 501 	 0
18 	 5 	 141 	 22 	 0
18 	 5 	 791 	 245 	 0
19 	 5 	 359 	 79 	 0
19 	 5 	 204 	 26 	 0
19 	 5 	 308 	 47 	 0
19 	 5 	 216 	 26 	 0
19 	 5 	 175 	 32 	 0
19 	 5 	 815 	 159 	 0
19 	 5 	 131 	 8 	 0
19 	 5 	 895 	 217 	 0
19 	 5 	 290 	 44 	 0
20 	 5 	 150 	 23 	 0
20 	 5 	 195 	 50 	 0
20 	 5 	 132 	 18 	 0
20 	 5 	 125 	 17 	 0
20 	 5 	 161 	 23 	 0
20 	 5 	 473 	 128 	 0
20 	 5 	 162 	 30 	 0
20 	 5 	 265 	 32 	 0
21 	 5 	 749 	 305 	 0
21 	 5 	 306 	 152 	 0
21 	 5 	 395 	 217 	 0
21 	 5 	 3368 	 766 	 0
21 	 5 	 1547 	 745 	 0
21 	 5 	 4494 	 1329 	 0
21 	 5 	 790 	 267 	 0
21 	 5 	 305 	 36 	 0
21 	 5 	 466 	 106 	 0
22 	 6 	 272 	 88 	 0
22 	 6 	 2813 	 1058 	 0
22 	 6 	 139 	 27 	 0
22 	 6 	 147 	 11 	 0
22 	 6 	 256 	 23 	 0
22 	 6 	 740 	 183 	 0
22 	 6 	 488 	 157 	 0
22 	 6 	 150 	 26 	 0
23 	 6 	 152 	 14 	 0
23 	 6 	 130 	 21 	 0
23 	 6 	 321 	 55 	 0
23 	 6 	 483 	 129 	 0
23 	 6 	 116 	 14 	 0
23 	 6 	 192 	 38 	 0
23 	 6 	 756 	 162 	 0
23 	 6 	 326 	 52 	 0
23 	 6 	 430 	 88 	 0
24 	 6 	 100 	 8 	 0
24 	 6 	 354 	 82 	 0
24 	 6 	 174 	 34 	 0
24 	 6 	 1101 	 358 	 0
24 	 6 	 212 	 35 	 0
24 	 6 	 673 	 172 	 0
24 	 6 	 1249 	 423 	 0
24 	 6 	 636 	 158 	 0
24 	 6 	 1395 	 480 	 0
25 	 6 	 772 	 87 	 0
25 	 6 	 2444 	 744 	 0
25 	 6 	 435 	 138 	 0
25 	 6 	 258 	 59 	 0
25 	 6 	 1008 	 289 	 0
25 	 6 	 6515 	 2011 	 0
25 	 6 	 2793 	 1984 	 0
25 	 6 	 1017 	 473 	 0
25 	 6 	 537 	 221 	 0
26 	 6 	 738 	 203 	 0
26 	 6 	 898 	 189 	 0
26 	 6 	 1504 	 283 	 0
26 	 6 	 261 	 23 	 0
26 	 6 	 581 	 119 	 0
26 	 6 	 290 	 70 	 0
26 	 6 	 215 	 59 	 0
26 	 6 	 121 	 19 	 0
27 	 6 	 168 	 24 	 0
27 	 6 	 555 	 59 	 0
27 	 6 	 327 	 53 	 0
27 	 6 	 273 	 67 	 0
27 	 6 	 896 	 336 	 0
27 	 6 	 371 	 98 	 0
27 	 7 	 1051 	 385 	 0
27 	 7 	 395 	 61 	 0
27 	 7 	 242 	 14 	 0
28 	 7 	 748 	 179 	 0
28 	 7 	 668 	 136 	 0
28 	 7 	 205 	 9 	 0
28 	 7 	 239 	 26 	 0
28 	 7 	 329 	 67 	 0
28 	 7 	 223 	 15 	 0
28 	 7 	 315 	 41 	 0
28 	 7 	 311 	 95 	 0
28 	 7 	 479 	 197 	 0
29 	 7 	 498 	 72 	 0
29 	 7 	 207 	 12 	 0
29 	 7 	 291 	 36 	 0
29 	 7 	 375 	 78 	 0
29 	 7 	 612 	 183 	 0
29 	 7 	 242 	 24 	 0
29 	 7 	 1168 	 307 	 0
29 	 7 	 165 	 15 	 0
30 	 7 	 255 	 34 	 0
30 	 7 	 136 	 20 	 0
30 	 7 	 255 	 56 	 0
30 	 7 	 521 	 157 	 0
30 	 7 	 245 	 34 	 0
30 	 7 	 288 	 80 	 0
30 	 7 	 355 	 53 	 0
30 	 7 	 352 	 57 	 0
30 	 7 	 289 	 71 	 0
31 	 7 	 1069 	 259 	 0
31 	 7 	 958 	 338 	 0
31 	 7 	 461 	 54 	 0
31 	 7 	 430 	 67 	 0
31 	 7 	 433 	 96 	 0
31 	 7 	 839 	 39 	 0
31 	 7 	 238 	 51 	 0
31 	 7 	 130 	 16 	 0
31 	 7 	 127 	 20 	 0
32 	 7 	 179 	 25 	 0
32 	 7 	 129 	 22 	 0
32 	 7 	 285 	 92 	 0
32 	 7 	 364 	 60 	 0
32 	 7 	 2906 	 966 	 0
32 	 7 	 437 	 47 	 0
32 	 7 	 988 	 323 	 0
32 	 7 	 748 	 269 	 0
32 	 7 	 928 	 234 	 0
33 	 8 	 1076 	 476 	 0
33 	 8 	 686 	 234 	 0
33 	 8 	 222 	 37 	 0
33 	 8 	 428 	 154 	 0
33 	 8 	 1274 	 478 	 0
33 	 8 	 915 	 240 	 0
33 	 8 	 416 	 97 	 0
33 	 8 	 1516 	 512 	 0
34 	 8 	 315 	 56 	 0
34 	 8 	 8653 	 3702 	 0
34 	 8 	 206 	 39 	 0
34 	 8 	 274 	 53 	 0
34 	 8 	 840 	 266 	 0
34 	 8 	 2385 	 522 	 0
34 	 8 	 180 	 33 	 0
34 	 8 	 331 	 79 	 0
34 	 8 	 509 	 62 	 0
35 	 8 	 159 	 27 	 0
35 	 8 	 171 	 23 	 0
35 	 8 	 557 	 189 	 0
35 	 8 	 394 	 43 	 0
35 	 8 	 790 	 145 	 0
35 	 8 	 596 	 180 	 0
35 	 10 	 398 	 67 	 0
36 	 9 	 1953 	 428 	 0
36 	 9 	 306 	 72 	 0
36 	 9 	 1438 	 464 	 0
36 	 9 	 355 	 43 	 0
36 	 9 	 209 	 28 	 0
36 	 9 	 353 	 70 	 0
36 	 9 	 504 	 47 	 0
36 	 9 	 585 	 145 	 0
36 	 9 	 282 	 23 	 0
37 	 10 	 551 	 123 	 0
37 	 10 	 402 	 91 	 0
37 	 10 	 731 	 174 	 0
37 	 10 	 860 	 268 	 0
37 	 10 	 238 	 20 	 0
37 	 10 	 827 	 138 	 0
37 	 10 	 447 	 76 	 0
37 	 10 	 2758 	 1045 	 0
37 	 10 	 181 	 24 	 0
38 	 10 	 663 	 147 	 0
38 	 10 	 317 	 56 	 0
38 	 10 	 493 	 115 	 0
38 	 10 	 295 	 71 	 0
38 	 10 	 129 	 14 	 0
38 	 10 	 900 	 215 	 0
38 	 10 	 475 	 54 	 0
38 	 10 	 1900 	 514 	 0
39 	 10 	 429 	 110 	 0
39 	 10 	 308 	 51 	 0
39 	 10 	 241 	 33 	 0
39 	 11 	 696 	 104 	 0
39 	 11 	 128 	 17 	 0
39 	 11 	 202 	 43 	 0
39 	 11 	 916 	 298 	 0
39 	 11 	 662 	 189 	 0
39 	 11 	 244 	 59 	 0
40 	 11 	 490 	 186 	 0
40 	 11 	 1574 	 512 	 0
40 	 11 	 534 	 99 	 0
40 	 11 	 808 	 130 	 0
40 	 11 	 859 	 395 	 0
40 	 11 	 188 	 29 	 0
40 	 11 	 1665 	 349 	 0
40 	 11 	 163 	 16 	 0
40 	 11 	 475 	 91 	 0
41 	 11 	 662 	 129 	 0
41 	 11 	 182 	 36 	 0
41 	 11 	 160 	 26 	 0
41 	 11 	 187 	 26 	 0
41 	 11 	 182 	 46 	 0
41 	 11 	 320 	 57 	 0
41 	 11 	 922 	 188 	 0
41 	 11 	 337 	 27 	 0
41 	 11 	 1549 	 408 	 0
42 	 11 	 1415 	 533 	 0
42 	 11 	 431 	 140 	 0
42 	 11 	 1401 	 568 	 0
42 	 11 	 454 	 86 	 0
42 	 11 	 539 	 70 	 0
42 	 11 	 1636 	 242 	 0
42 	 11 	 242 	 68 	 0
42 	 11 	 252 	 81 	 0
43 	 11 	 264 	 39 	 0
43 	 11 	 1433 	 382 	 0
43 	 11 	 505 	 162 	 0
43 	 11 	 807 	 516 	 0
43 	 11 	 1652 	 510 	 0
43 	 11 	 561 	 195 	 0
43 	 11 	 301 	 72 	 0
44 	 11 	 1129 	 238 	 0
44 	 11 	 704 	 387 	 0
44 	 11 	 2296 	 850 	 0
44 	 11 	 832 	 389 	 0
44 	 11 	 173 	 37 	 0
44 	 11 	 192 	 55 	 0
44 	 11 	 105 	 14 	 0
44 	 11 	 312 	 72 	 0
44 	 11 	 124 	 14 	 0
45 	 11 	 288 	 113 	 0
45 	 11 	 2398 	 1397 	 0
45 	 11 	 977 	 242 	 0
45 	 11 	 629 	 191 	 0
45 	 11 	 165 	 17 	 0
45 	 11 	 170 	 39 	 0
45 	 11 	 374 	 43 	 0
45 	 11 	 288 	 56 	 0
46 	 11 	 203 	 19 	 0
46 	 11 	 632 	 174 	 0
46 	 11 	 191 	 40 	 0
46 	 12 	 409 	 108 	 0
46 	 12 	 642 	 141 	 0
46 	 12 	 491 	 121 	 0
46 	 12 	 1072 	 259 	 0
46 	 12 	 211 	 21 	 0
46 	 12 	 2171 	 498 	 0
47 	 12 	 269 	 28 	 0
47 	 12 	 552 	 170 	 0
47 	 12 	 3383 	 1076 	 0
47 	 12 	 1668 	 527 	 0
47 	 12 	 706 	 171 	 0
47 	 12 	 1181 	 435 	 0
47 	 12 	 655 	 182 	 0
47 	 12 	 2352 	 632 	 0
48 	 12 	 352 	 155 	 0
48 	 12 	 774 	 218 	 0
48 	 12 	 384 	 214 	 0
48 	 12 	 934 	 290 	 0
48 	 12 	 1813 	 614 	 0
48 	 12 	 703 	 381 	 0
48 	 12 	 651 	 159 	 0
48 	 12 	 649 	 238 	 0
